Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18,Topic-19,Topic-20
"(648, 0.015697469557524116)","(593, 0.0)","(593, 0.0)","(77, 0.046107427142969754)","(593, 0.0)","(631, 0.01828911932698887)","(76, 0.030984079688982386)","(593, 0.0)","(440, 0.04384741658983345)","(285, 0.06246261479546797)","(489, 0.04349419108245668)","(206, 0.08824295546209882)","(593, 0.0)","(593, 0.0)","(285, 0.039092478201896735)","(421, 0.04465354403547593)","(546, 0.04528628460527412)","(593, 0.0)","(180, 0.05561061025107505)","(593, 0.0)"
"(593, 0.015561403685008187)","(594, 0.0)","(594, 0.0)","(439, 0.04411200504277163)","(594, 0.0)","(167, 0.018176640494640357)","(109, 0.030488868040966805)","(594, 0.0)","(79, 0.043739049268542926)","(490, 0.0621266867175472)","(609, 0.042795931221737894)","(43, 0.08819744794929082)","(594, 0.0)","(594, 0.0)","(533, 0.03893260677153246)","(291, 0.04409454317497206)","(54, 0.04489411916757146)","(594, 0.0)","(55, 0.05553108778049547)","(594, 0.0)"
"(652, 0.015082229530493239)","(595, 0.0)","(595, 0.0)","(564, 0.04362307532551127)","(595, 0.0)","(27, 0.018175826328390342)","(446, 0.029392975109521487)","(595, 0.0)","(638, 0.04289947322465723)","(559, 0.06152818465243192)","(105, 0.04269089404180278)","(505, 0.08683935074910588)","(595, 0.0)","(595, 0.0)","(3, 0.03858506955124557)","(48, 0.0437860420751991)","(475, 0.04481799900155078)","(595, 0.0)","(97, 0.0554188190713762)","(595, 0.0)"
"(661, 0.014295018534374216)","(597, 0.0)","(597, 0.0)","(643, 0.042144007710138175)","(597, 0.0)","(278, 0.017791286370467556)","(385, 0.028778418771920326)","(597, 0.0)","(160, 0.04230262472074675)","(10, 0.061412223547487765)","(138, 0.040399583561912235)","(272, 0.08672597865452213)","(597, 0.0)","(597, 0.0)","(479, 0.037821017040247096)","(426, 0.04343178739261446)","(471, 0.04474291597169855)","(597, 0.0)","(465, 0.055362208434033666)","(597, 0.0)"
"(115, 0.014068633000836668)","(598, 0.0)","(598, 0.0)","(268, 0.04053135139224876)","(598, 0.0)","(667, 0.0176474284575071)","(632, 0.028485014567478217)","(598, 0.0)","(618, 0.04225641707330234)","(8, 0.06135599219539089)","(421, 0.0402248872948741)","(230, 0.08634561321741466)","(598, 0.0)","(598, 0.0)","(300, 0.03763257697173598)","(192, 0.04342097230036257)","(590, 0.044495020350658)","(598, 0.0)","(635, 0.055309186581824744)","(598, 0.0)"
"(332, 0.014034425385787214)","(599, 0.0)","(599, 0.0)","(519, 0.04052424608366377)","(599, 0.0)","(638, 0.01702287778206571)","(66, 0.027679192949984402)","(599, 0.0)","(291, 0.0421192300949858)","(135, 0.06132408024392853)","(9, 0.04009715399364249)","(19, 0.08487304887345501)","(599, 0.0)","(599, 0.0)","(446, 0.03738074787287484)","(618, 0.04332440332068168)","(479, 0.04449100476670646)","(599, 0.0)","(121, 0.05507796502589941)","(599, 0.0)"
"(619, 0.012533879974260817)","(6, 0.0)","(6, 0.0)","(465, 0.0402871193957983)","(6, 0.0)","(536, 0.016844414486160184)","(59, 0.02746181796880988)","(6, 0.0)","(77, 0.042116608873658506)","(530, 0.06120733339114602)","(31, 0.039663608881713684)","(461, 0.08484475771857991)","(6, 0.0)","(6, 0.0)","(636, 0.03726539079372214)","(201, 0.04313367097827232)","(635, 0.044412755962355416)","(6, 0.0)","(679, 0.05447946565929398)","(6, 0.0)"
"(664, 0.012170251486126224)","(600, 0.0)","(600, 0.0)","(179, 0.0400323832290456)","(600, 0.0)","(22, 0.01681672266423895)","(654, 0.02742144591907099)","(600, 0.0)","(640, 0.042047917528253966)","(489, 0.06118593255619117)","(563, 0.03948064311822778)","(51, 0.08440875242727343)","(600, 0.0)","(600, 0.0)","(13, 0.037225593765030346)","(268, 0.04292062948332985)","(25, 0.04435886227068261)","(600, 0.0)","(596, 0.05377583041163418)","(600, 0.0)"
"(10, 0.004986239994001666)","(601, 0.0)","(601, 0.0)","(97, 0.039632818899404655)","(601, 0.0)","(660, 0.01643175871087153)","(256, 0.02736883395653633)","(601, 0.0)","(209, 0.0420427016710051)","(250, 0.06107653910778539)","(681, 0.03866709988620019)","(49, 0.08417737577631318)","(601, 0.0)","(601, 0.0)","(14, 0.037183808393428885)","(638, 0.04284098587340366)","(277, 0.04431967804948985)","(601, 0.0)","(611, 0.05345188399309024)","(601, 0.0)"
"(221, 0.004639587786610608)","(603, 0.0)","(603, 0.0)","(635, 0.03959274427773288)","(603, 0.0)","(268, 0.01642668188466374)","(148, 0.027031393183400497)","(603, 0.0)","(647, 0.041950552479354)","(300, 0.06105672827965501)","(328, 0.03861187099885288)","(48, 0.08390706078278928)","(603, 0.0)","(603, 0.0)","(406, 0.036821543498922873)","(528, 0.04282242166018105)","(261, 0.044057795440216416)","(603, 0.0)","(98, 0.053289751914066485)","(603, 0.0)"
"(76, 0.003684249557963317)","(604, 0.0)","(604, 0.0)","(55, 0.03940425820432955)","(604, 0.0)","(585, 0.014792301122401508)","(681, 0.026778093556580396)","(604, 0.0)","(48, 0.04182454792473247)","(491, 0.05922494390694313)","(29, 0.038513201725598044)","(646, 0.08351432625533796)","(604, 0.0)","(604, 0.0)","(460, 0.03653812784039889)","(647, 0.042727981455999854)","(114, 0.04374148797955579)","(604, 0.0)","(101, 0.05303164351039403)","(604, 0.0)"
"(101, 0.0)","(605, 0.0)","(605, 0.0)","(180, 0.03872519130665259)","(605, 0.0)","(669, 0.014562432710489823)","(162, 0.02639473068868719)","(605, 0.0)","(487, 0.04162133856767333)","(94, 0.05859051024121381)","(446, 0.03777248136956447)","(489, 0.08324155560769386)","(605, 0.0)","(605, 0.0)","(203, 0.036422975045265246)","(79, 0.0424928916419548)","(401, 0.04373501752146955)","(605, 0.0)","(59, 0.05258652040582345)","(605, 0.0)"
"(103, 0.0)","(606, 0.0)","(606, 0.0)","(252, 0.03828507105587675)","(606, 0.0)","(10, 0.013787130704281026)","(309, 0.026310927788370565)","(606, 0.0)","(36, 0.041559036129299384)","(296, 0.055259969002225136)","(460, 0.03685482413236336)","(304, 0.08309758422052169)","(606, 0.0)","(606, 0.0)","(317, 0.035875291939469346)","(195, 0.042248089805777975)","(487, 0.043373185487055696)","(606, 0.0)","(504, 0.05176358005194733)","(606, 0.0)"
"(105, 0.0)","(607, 0.0)","(607, 0.0)","(102, 0.03825965798006825)","(607, 0.0)","(510, 0.013421971359207497)","(481, 0.025914537721486455)","(607, 0.0)","(49, 0.04153583254459169)","(185, 0.05461432441493787)","(596, 0.036528971421630405)","(78, 0.08235419192995216)","(607, 0.0)","(607, 0.0)","(655, 0.03574454938339295)","(77, 0.04205919260504113)","(78, 0.04324641036441868)","(607, 0.0)","(318, 0.051702816261693166)","(607, 0.0)"
"(107, 0.0)","(608, 0.0)","(608, 0.0)","(101, 0.03792228443254794)","(608, 0.0)","(383, 0.013332444306378066)","(502, 0.025847321369461627)","(608, 0.0)","(426, 0.041204358126183366)","(244, 0.0545730276147854)","(68, 0.035885815836185185)","(307, 0.08157642117012902)","(608, 0.0)","(608, 0.0)","(7, 0.03467297755706816)","(49, 0.04203135013112076)","(655, 0.04318986949161505)","(608, 0.0)","(675, 0.05167476856039843)","(608, 0.0)"
"(11, 0.0)","(61, 0.0)","(61, 0.0)","(59, 0.03736283553827631)","(61, 0.0)","(635, 0.01283054762457794)","(663, 0.02538304581476898)","(61, 0.0)","(201, 0.040860228873993786)","(657, 0.05454278092944675)","(2, 0.03570826660371774)","(592, 0.08152975169865885)","(61, 0.0)","(61, 0.0)","(199, 0.03421424040747003)","(599, 0.0419676104402603)","(537, 0.04310236302614717)","(61, 0.0)","(459, 0.05127928836324046)","(61, 0.0)"
"(117, 0.0)","(610, 0.0)","(610, 0.0)","(675, 0.036740366630134774)","(610, 0.0)","(653, 0.012545523427727774)","(399, 0.02524289955459037)","(610, 0.0)","(192, 0.04083748042345754)","(29, 0.05384055670291871)","(54, 0.03445766062411195)","(664, 0.08110249801493451)","(610, 0.0)","(610, 0.0)","(182, 0.03336618542363491)","(160, 0.041874487906768024)","(270, 0.04297290715414183)","(610, 0.0)","(146, 0.05056427298159722)","(610, 0.0)"
"(134, 0.0)","(611, 0.0)","(611, 0.0)","(609, 0.036636363852791495)","(611, 0.0)","(150, 0.012463419996005573)","(531, 0.025233712350299285)","(611, 0.0)","(528, 0.040626244308786225)","(206, 0.053748608901476466)","(147, 0.03410196792765229)","(189, 0.08044624499810066)","(611, 0.0)","(611, 0.0)","(458, 0.03307362111781428)","(523, 0.041545244093234165)","(51, 0.04289807315595042)","(611, 0.0)","(609, 0.050472005791002486)","(611, 0.0)"
"(139, 0.0)","(612, 0.0)","(612, 0.0)","(459, 0.03652330882900863)","(612, 0.0)","(646, 0.01173152231998954)","(651, 0.025132997279081134)","(612, 0.0)","(523, 0.04052111503430409)","(627, 0.053693223595661185)","(6, 0.03397247633172055)","(610, 0.08008670224879126)","(612, 0.0)","(612, 0.0)","(302, 0.032990270812730794)","(209, 0.04145151697005925)","(421, 0.04252843631558622)","(612, 0.0)","(681, 0.05005212192700316)","(612, 0.0)"
"(148, 0.0)","(613, 0.0)","(613, 0.0)","(146, 0.036478304508806174)","(613, 0.0)","(18, 0.011390341237802245)","(383, 0.024882327248329984)","(613, 0.0)","(109, 0.04051374998088859)","(121, 0.05338333039095959)","(47, 0.03386076988264763)","(199, 0.07935990124963604)","(613, 0.0)","(613, 0.0)","(22, 0.03260446190975696)","(149, 0.041018732904874684)","(244, 0.04246402959460198)","(613, 0.0)","(630, 0.04932840634430608)","(613, 0.0)"
"(150, 0.0)","(614, 0.0)","(614, 0.0)","(550, 0.036307990703247896)","(614, 0.0)","(616, 0.009554386993215225)","(3, 0.024815054202335263)","(614, 0.0)","(195, 0.040370681787984634)","(675, 0.05297033763584536)","(129, 0.03366581165547906)","(651, 0.07791305711036924)","(614, 0.0)","(614, 0.0)","(268, 0.032260740976372125)","(271, 0.04070743173143824)","(64, 0.042373856058190176)","(614, 0.0)","(159, 0.049193088440254974)","(614, 0.0)"
"(164, 0.0)","(615, 0.0)","(615, 0.0)","(664, 0.03596077063459036)","(615, 0.0)","(657, 0.007025894256197014)","(54, 0.02466048492115595)","(615, 0.0)","(614, 0.039914751580176586)","(146, 0.05227446549349755)","(479, 0.03336941189350832)","(274, 0.07437627675277958)","(615, 0.0)","(615, 0.0)","(120, 0.03187572936313569)","(57, 0.04017541383366486)","(192, 0.04234870138754355)","(615, 0.0)","(253, 0.048490940593308836)","(615, 0.0)"
"(167, 0.0)","(616, 0.0)","(616, 0.0)","(630, 0.03558672253276636)","(616, 0.0)","(503, 0.004388955265629392)","(97, 0.02460741540286568)","(616, 0.0)","(468, 0.03990838703660109)","(80, 0.051840151722911273)","(657, 0.033355914481688405)","(237, 0.07423906944396944)","(616, 0.0)","(616, 0.0)","(233, 0.031596166700851844)","(428, 0.03997620450404367)","(278, 0.04225447204928825)","(616, 0.0)","(323, 0.048328741633842154)","(616, 0.0)"
"(173, 0.0)","(617, 0.0)","(617, 0.0)","(681, 0.03558668020898175)","(617, 0.0)","(125, 0.004208867012461713)","(546, 0.024410039838230674)","(617, 0.0)","(599, 0.03955364021292795)","(63, 0.050433582868693635)","(611, 0.03334822159017204)","(209, 0.07359213550682024)","(617, 0.0)","(617, 0.0)","(209, 0.0309306841096806)","(109, 0.039944063313753955)","(85, 0.042236816184581534)","(617, 0.0)","(162, 0.047095233127597745)","(617, 0.0)"
"(18, 0.0)","(618, 0.0)","(618, 0.0)","(521, 0.03505987538138322)","(618, 0.0)","(652, 0.003632354733417148)","(616, 0.024392772105512626)","(618, 0.0)","(100, 0.03921699346091775)","(111, 0.04934620431132202)","(301, 0.03319655329689406)","(330, 0.07316264841797086)","(618, 0.0)","(618, 0.0)","(439, 0.030601226150746796)","(100, 0.0396484503027599)","(384, 0.042079131976257074)","(618, 0.0)","(111, 0.04700306778424385)","(618, 0.0)"
"(183, 0.0)","(62, 0.0)","(62, 0.0)","(323, 0.033972330299150755)","(62, 0.0)","(105, 0.0)","(423, 0.024258678096666163)","(62, 0.0)","(473, 0.03901375973007569)","(78, 0.04929065801070242)","(621, 0.03240414996850062)","(191, 0.07274396626137278)","(62, 0.0)","(62, 0.0)","(97, 0.029813026794147823)","(120, 0.03956633596430625)","(592, 0.04164876749551043)","(62, 0.0)","(458, 0.046823536587522856)","(62, 0.0)"
"(185, 0.0)","(620, 0.0)","(620, 0.0)","(162, 0.03379517648352634)","(620, 0.0)","(114, 0.0)","(487, 0.02310462992844561)","(620, 0.0)","(149, 0.0386595433048841)","(36, 0.04864178374112242)","(650, 0.03211182585988108)","(80, 0.07160116622395503)","(620, 0.0)","(620, 0.0)","(560, 0.029492319916651896)","(468, 0.0395044857512207)","(524, 0.0414707942147992)","(620, 0.0)","(416, 0.04675577031059853)","(620, 0.0)"
"(189, 0.0)","(621, 0.0)","(621, 0.0)","(253, 0.03376731354438981)","(621, 0.0)","(120, 0.0)","(291, 0.02276920462771199)","(621, 0.0)","(428, 0.038185381508651195)","(469, 0.04767910411222346)","(137, 0.031747169065801814)","(115, 0.07131604712609807)","(621, 0.0)","(621, 0.0)","(30, 0.028564135827051914)","(473, 0.0389605725291353)","(303, 0.041366263760289325)","(621, 0.0)","(301, 0.04642584860193968)","(621, 0.0)"
"(197, 0.0)","(622, 0.0)","(622, 0.0)","(1, 0.03363324720979813)","(622, 0.0)","(121, 0.0)","(640, 0.022730652857538905)","(622, 0.0)","(57, 0.038114989753650484)","(7, 0.04750888518379011)","(487, 0.03163495098566248)","(10, 0.07080502352030671)","(622, 0.0)","(622, 0.0)","(66, 0.027925864704733513)","(36, 0.037783592168670915)","(653, 0.04117624674876893)","(622, 0.0)","(617, 0.046419295245101015)","(622, 0.0)"
"(206, 0.0)","(623, 0.0)","(623, 0.0)","(111, 0.0336113212628883)","(623, 0.0)","(13, 0.0)","(48, 0.022609902894557343)","(623, 0.0)","(385, 0.037742946229727715)","(330, 0.047468782338776216)","(633, 0.03163405775497097)","(285, 0.06990093185816457)","(623, 0.0)","(623, 0.0)","(279, 0.027903973187173133)","(385, 0.03769149184310101)","(426, 0.040835726311593594)","(623, 0.0)","(428, 0.04626448092413675)","(623, 0.0)"
"(209, 0.0)","(624, 0.0)","(624, 0.0)","(13, 0.033038127037973555)","(624, 0.0)","(139, 0.0)","(426, 0.022440788033322667)","(624, 0.0)","(20, 0.037286910761307517)","(444, 0.04722867908575485)","(206, 0.03159785142567871)","(186, 0.06808369509013304)","(624, 0.0)","(624, 0.0)","(559, 0.0277456408549011)","(40, 0.037643884993444454)","(115, 0.04083023655719843)","(624, 0.0)","(521, 0.04622361422852723)","(624, 0.0)"
"(218, 0.0)","(625, 0.0)","(625, 0.0)","(301, 0.03300842834259849)","(625, 0.0)","(14, 0.0)","(192, 0.022344819003660116)","(625, 0.0)","(632, 0.03629432450994134)","(389, 0.045831752284381515)","(503, 0.03156428853243288)","(657, 0.06761463961204703)","(625, 0.0)","(625, 0.0)","(208, 0.02752247282274038)","(632, 0.03721162498608126)","(595, 0.04050488863989562)","(625, 0.0)","(13, 0.04619741745525893)","(625, 0.0)"
"(22, 0.0)","(626, 0.0)","(626, 0.0)","(555, 0.03294223306767117)","(626, 0.0)","(143, 0.0)","(195, 0.02174103303311237)","(626, 0.0)","(40, 0.0356865244783147)","(537, 0.045533116917717456)","(144, 0.03146311932919246)","(388, 0.06685113280966905)","(626, 0.0)","(626, 0.0)","(108, 0.027035902280506886)","(20, 0.03690953695931872)","(638, 0.04042949165509875)","(626, 0.0)","(1, 0.04498795101494772)","(626, 0.0)"
"(263, 0.0)","(627, 0.0)","(627, 0.0)","(192, 0.031679035718038)","(627, 0.0)","(15, 0.0)","(599, 0.02166104383701761)","(627, 0.0)","(90, 0.03514921663238444)","(291, 0.04468648949130314)","(457, 0.03144164250879628)","(599, 0.06677558117429397)","(627, 0.0)","(627, 0.0)","(306, 0.026749492533285648)","(648, 0.0364248041598468)","(179, 0.04032259405863556)","(627, 0.0)","(51, 0.04421395583740311)","(627, 0.0)"
"(271, 0.0)","(628, 0.0)","(628, 0.0)","(51, 0.03159220330709788)","(628, 0.0)","(151, 0.0)","(203, 0.021546278233279283)","(628, 0.0)","(648, 0.03479307460091593)","(294, 0.04459763802931288)","(222, 0.03088422501843518)","(559, 0.06586175263522813)","(628, 0.0)","(628, 0.0)","(530, 0.026555322961337474)","(614, 0.03628867882518072)","(86, 0.04007808000386877)","(628, 0.0)","(303, 0.043853733489128195)","(628, 0.0)"
"(279, 0.0)","(63, 0.0)","(63, 0.0)","(303, 0.03117967171145127)","(63, 0.0)","(16, 0.0)","(149, 0.021118237502195724)","(63, 0.0)","(662, 0.03413108358516942)","(11, 0.04408882558026636)","(536, 0.03058968514013224)","(163, 0.06336785456392541)","(63, 0.0)","(63, 0.0)","(412, 0.026461043912943006)","(206, 0.03606278067438742)","(149, 0.04004706709657811)","(63, 0.0)","(192, 0.04364255232582969)","(63, 0.0)"
"(29, 0.0)","(630, 0.0)","(630, 0.0)","(633, 0.03107734134073202)","(630, 0.0)","(175, 0.0)","(428, 0.020642607857954787)","(630, 0.0)","(206, 0.034069024346091326)","(303, 0.043385595784201446)","(384, 0.03041737136584122)","(439, 0.062471450917390266)","(630, 0.0)","(630, 0.0)","(671, 0.025405631596982038)","(559, 0.035365262476706516)","(536, 0.04000563995521404)","(630, 0.0)","(549, 0.043496392470624944)","(630, 0.0)"
"(291, 0.0)","(631, 0.0)","(631, 0.0)","(549, 0.030859517705415878)","(631, 0.0)","(183, 0.0)","(120, 0.02032136638391971)","(631, 0.0)","(559, 0.03378099825137621)","(651, 0.04308671267086526)","(524, 0.030381240293425375)","(8, 0.06243753721761899)","(631, 0.0)","(631, 0.0)","(613, 0.025364850869192202)","(90, 0.034147789174737084)","(305, 0.0395108097677618)","(631, 0.0)","(633, 0.04321401411721158)","(631, 0.0)"
"(297, 0.0)","(632, 0.0)","(632, 0.0)","(649, 0.030659438378498615)","(632, 0.0)","(189, 0.0)","(40, 0.019426696282840925)","(632, 0.0)","(627, 0.03085681679974807)","(115, 0.04250055544257471)","(386, 0.030103110396427213)","(247, 0.060480946548685334)","(632, 0.0)","(632, 0.0)","(444, 0.02494898572986623)","(635, 0.03352443139359569)","(109, 0.039314077495243446)","(632, 0.0)","(304, 0.04285772196349611)","(632, 0.0)"
"(3, 0.0)","(633, 0.0)","(633, 0.0)","(6, 0.0305804980303311)","(633, 0.0)","(197, 0.0)","(648, 0.01880876335820188)","(633, 0.0)","(150, 0.02982983407268248)","(66, 0.04246482285356017)","(462, 0.02924447161440822)","(31, 0.059884968542798865)","(633, 0.0)","(633, 0.0)","(332, 0.024918061888173623)","(663, 0.033254825220767045)","(330, 0.038629023238548964)","(633, 0.0)","(6, 0.042690019121145666)","(633, 0.0)"
"(300, 0.0)","(634, 0.0)","(634, 0.0)","(448, 0.030488166292927592)","(634, 0.0)","(203, 0.0)","(206, 0.018576453016603725)","(634, 0.0)","(446, 0.02947740431680879)","(590, 0.04199577614564002)","(305, 0.029227700579773596)","(627, 0.059463809252532224)","(634, 0.0)","(634, 0.0)","(666, 0.024554432489169463)","(662, 0.03315866479879671)","(105, 0.038518833905276766)","(634, 0.0)","(546, 0.04260805226121379)","(634, 0.0)"
"(317, 0.0)","(635, 0.0)","(635, 0.0)","(230, 0.030270500875423677)","(635, 0.0)","(216, 0.0)","(559, 0.01826164598288422)","(635, 0.0)","(203, 0.028257980052609252)","(145, 0.041929355369533065)","(268, 0.028722990044758374)","(23, 0.05856738875086909)","(635, 0.0)","(635, 0.0)","(487, 0.024460415101801147)","(627, 0.03230394490474067)","(428, 0.03830015944860875)","(635, 0.0)","(649, 0.042498472316362355)","(635, 0.0)"
"(323, 0.0)","(636, 0.0)","(636, 0.0)","(304, 0.030126518574595026)","(636, 0.0)","(220, 0.0)","(191, 0.016831805629014387)","(636, 0.0)","(539, 0.0276572246345345)","(86, 0.04173654440476531)","(13, 0.028376362520374416)","(75, 0.05741798859393193)","(636, 0.0)","(636, 0.0)","(463, 0.024365819818652358)","(150, 0.03122879786091636)","(460, 0.03789962312553206)","(636, 0.0)","(590, 0.042301552721547994)","(636, 0.0)"
"(327, 0.0)","(637, 0.0)","(637, 0.0)","(591, 0.03003815504965029)","(637, 0.0)","(227, 0.0)","(627, 0.016680865037982124)","(637, 0.0)","(191, 0.02722622621509508)","(101, 0.04119681294627564)","(330, 0.02821007141227117)","(185, 0.057340417475820984)","(637, 0.0)","(637, 0.0)","(51, 0.023958046756883105)","(539, 0.03007874979601981)","(9, 0.03580896490029128)","(637, 0.0)","(230, 0.042300190226149594)","(637, 0.0)"
"(328, 0.0)","(638, 0.0)","(638, 0.0)","(83, 0.029672231231469243)","(638, 0.0)","(244, 0.0)","(150, 0.01612568809666863)","(638, 0.0)","(616, 0.02388484807534939)","(655, 0.041047841526088084)","(270, 0.026478705480549924)","(190, 0.056225001022802534)","(638, 0.0)","(638, 0.0)","(137, 0.02390609954330681)","(446, 0.029179069690964243)","(651, 0.035757785185300164)","(638, 0.0)","(209, 0.04213090340285752)","(638, 0.0)"
