Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18
"(668, 0.06635423192956834)","(145, 0.08651682339452693)","(104, 0.07600913486905536)","(590, 0.0858319401868205)","(574, 0.03149036555034897)","(619, 0.07928591144101244)","(162, 0.0702584950076615)","(452, 0.07948509117260569)","(129, 0.09587681728557343)","(461, 0.04677379308944266)","(585, 0.03758083578892341)","(78, 0.05334834551845338)","(328, 0.025277766288770133)","(544, 0.030976876440876336)","(532, 0.0442397648958331)","(29, 0.0)","(619, 0.055169131498804605)","(646, 0.06562629248434484)"
"(133, 0.06628840011942036)","(201, 0.08589578668394778)","(287, 0.0755395947502951)","(85, 0.08416108707124603)","(500, 0.030974391817735668)","(402, 0.07913057354907588)","(2, 0.07017918108745796)","(425, 0.0792322879134537)","(504, 0.09495639425698489)","(60, 0.04659783453230226)","(39, 0.03738770390344401)","(39, 0.051738779228363146)","(670, 0.025140310934011638)","(195, 0.030970849033912687)","(24, 0.0436366661723074)","(291, 0.0)","(325, 0.05509248390656613)","(389, 0.06189633439771395)"
"(327, 0.06593500406572525)","(651, 0.08572589221181677)","(310, 0.07493608937364843)","(105, 0.08372562119405356)","(15, 0.03031799652662526)","(151, 0.0788953835861727)","(228, 0.07012611395480639)","(429, 0.07889204837683478)","(593, 0.09461658838463448)","(556, 0.04635810888400518)","(92, 0.03726091546686887)","(132, 0.051710468149178214)","(573, 0.02459963359868125)","(278, 0.030866753073067247)","(133, 0.043633493569260835)","(293, 0.0)","(296, 0.054688568095620595)","(19, 0.06173932636936374)"
"(438, 0.06588121687794343)","(427, 0.08511693075419431)","(270, 0.07470289834743879)","(307, 0.08367491512910204)","(407, 0.03006437959422746)","(179, 0.07789277236152062)","(256, 0.07009173382160205)","(319, 0.07798280327421621)","(612, 0.09449209136392706)","(580, 0.04626156696436386)","(606, 0.03724965881568062)","(322, 0.04995418226731195)","(428, 0.024499685887775954)","(291, 0.03076918998068654)","(479, 0.043216830869668904)","(294, 0.0)","(50, 0.05466787062942358)","(647, 0.061197288108438844)"
"(620, 0.06550231654199347)","(628, 0.08506252710235818)","(496, 0.07433708380903092)","(670, 0.08344177092347867)","(88, 0.02970516860403857)","(7, 0.0778606740503946)","(464, 0.06994566904356224)","(412, 0.07792964674636801)","(196, 0.0943029718406614)","(551, 0.04625889044431359)","(648, 0.03659491908356843)","(270, 0.04992117123670056)","(594, 0.02449431053532878)","(62, 0.030681254002359763)","(4, 0.043097984414435346)","(297, 0.0)","(472, 0.05444888867068418)","(8, 0.05899997044051481)"
"(628, 0.0652331671206469)","(131, 0.084848763784729)","(539, 0.07344246539695294)","(113, 0.0830960490232439)","(492, 0.029654708387175193)","(212, 0.07750382166729161)","(294, 0.06989763206993817)","(384, 0.07736826163960948)","(649, 0.09426958035978124)","(157, 0.04623532889810727)","(144, 0.036571872489508855)","(632, 0.04989274552983702)","(183, 0.024399466814624064)","(562, 0.030667624498638777)","(321, 0.04286938916330174)","(299, 0.0)","(577, 0.05416035176612673)","(124, 0.05769243093750024)"
"(293, 0.06523061207897281)","(536, 0.08482046941985125)","(231, 0.07247136894612313)","(22, 0.08275265823001088)","(220, 0.02959649526778562)","(245, 0.07624696451079828)","(498, 0.06988479152389565)","(312, 0.07735451972602495)","(212, 0.09386897339831914)","(607, 0.04616418934456482)","(632, 0.036321190010354304)","(563, 0.049534487266717206)","(325, 0.024317512043500782)","(192, 0.030615582781960894)","(145, 0.042574708867164815)","(3, 0.0)","(33, 0.05413966102109147)","(441, 0.05767504668984648)"
"(632, 0.06504885154242507)","(49, 0.08469540878960538)","(587, 0.07147264457332508)","(462, 0.08256778207166836)","(169, 0.029277434595682172)","(330, 0.07606261394065092)","(488, 0.06968454481361011)","(594, 0.0773285108412935)","(494, 0.09380139405247497)","(642, 0.0460086069630062)","(593, 0.0362777114681945)","(227, 0.04890427308399355)","(27, 0.023946874708899498)","(128, 0.030514908758557828)","(155, 0.040954337663989995)","(30, 0.0)","(391, 0.054103318975200626)","(587, 0.057044746001733704)"
"(231, 0.0650198883850496)","(501, 0.08463030789944939)","(552, 0.07137516401292127)","(413, 0.08176012371919547)","(75, 0.029063792361718806)","(247, 0.07429573384746331)","(446, 0.06942114383920076)","(306, 0.0767531958710656)","(303, 0.09191295223784895)","(529, 0.045985422957613424)","(117, 0.036211353440073944)","(34, 0.04883533324614423)","(576, 0.02377208749589624)","(155, 0.030460714068272582)","(504, 0.040948322130417575)","(301, 0.0)","(3, 0.05406128550735722)","(274, 0.0569494277104286)"
"(61, 0.064699987590939)","(16, 0.08452643060141644)","(627, 0.07119532976382122)","(195, 0.08161903438905181)","(93, 0.02890252686175399)","(300, 0.07345047099891014)","(295, 0.0683090810381917)","(165, 0.07665494061115546)","(460, 0.09178517870182)","(608, 0.04588881113808128)","(548, 0.035854970192194295)","(21, 0.048771535050072805)","(649, 0.023686822440616227)","(504, 0.030345979740729296)","(564, 0.040430966723292466)","(303, 0.0)","(194, 0.0538693407007306)","(5, 0.05689945456887835)"
"(130, 0.0646825837675248)","(674, 0.08451539960242879)","(563, 0.07090976642818972)","(414, 0.0815687848447944)","(46, 0.02866979820674584)","(444, 0.07288166117692775)","(88, 0.06830847250911579)","(571, 0.07653103145159056)","(204, 0.09161095071449207)","(84, 0.04581768185000838)","(202, 0.03582534689960594)","(80, 0.0486235947985476)","(224, 0.023442493944415867)","(72, 0.030312609059235905)","(131, 0.040283676263918045)","(304, 0.0)","(142, 0.05356924056348989)","(42, 0.05607426967858238)"
"(531, 0.06464948234080828)","(297, 0.08450004349821297)","(662, 0.07077342111583045)","(428, 0.08149015059933745)","(176, 0.02855245155674036)","(617, 0.07286719338621789)","(220, 0.06805857020518159)","(647, 0.07651094190628051)","(103, 0.09151422122503425)","(278, 0.045353963944816014)","(115, 0.03377668521871806)","(611, 0.04782724417771799)","(516, 0.023399382376298697)","(304, 0.030299506316474337)","(135, 0.039706525523813326)","(305, 0.0)","(573, 0.053116044949607276)","(190, 0.055988632289028145)"
"(523, 0.06463942216736829)","(22, 0.08439049996217142)","(58, 0.07020870253365599)","(274, 0.08129385524447205)","(190, 0.02845992623213836)","(132, 0.07235405244779973)","(107, 0.06782457497956622)","(309, 0.07643061743105366)","(576, 0.09147662909930773)","(544, 0.04534395168077091)","(465, 0.03361994686240445)","(326, 0.04739995353707592)","(392, 0.023318895870245427)","(467, 0.03023243274315482)","(559, 0.03968109867118852)","(306, 0.0)","(328, 0.05309107581109042)","(470, 0.05581490090154452)"
"(65, 0.06398806393876814)","(79, 0.0842452894961757)","(80, 0.0699388128634717)","(330, 0.08070067162235114)","(114, 0.028395193033283497)","(292, 0.07191676903693552)","(73, 0.06763992216539542)","(331, 0.07616003702118176)","(84, 0.09142794804470035)","(646, 0.0453261896583882)","(164, 0.033539465449448434)","(584, 0.04704474129493477)","(503, 0.023240170277550414)","(230, 0.03019045361671319)","(144, 0.03945464660165556)","(307, 0.0)","(583, 0.053007175802560286)","(681, 0.055693888925842)"
"(193, 0.06388829777231364)","(595, 0.08415816711701571)","(594, 0.06970572535940854)","(135, 0.08005958697176879)","(276, 0.02835677914449002)","(439, 0.07188457546727292)","(459, 0.06670245821657905)","(67, 0.07603566074639287)","(538, 0.09131365813384454)","(1, 0.045206437575441086)","(496, 0.03204449314317212)","(523, 0.046831116651739266)","(491, 0.02296700853630466)","(161, 0.030159893839933224)","(632, 0.03918420269998333)","(308, 0.0)","(88, 0.05294747739597093)","(594, 0.055594121380443784)"
"(312, 0.06302800916891176)","(160, 0.08412117135547009)","(609, 0.06652233079216402)","(92, 0.07692490807128699)","(520, 0.027860708981515225)","(559, 0.07170410036308739)","(8, 0.0663902139975892)","(329, 0.07574828905210652)","(479, 0.0891617795188211)","(216, 0.04518755237914611)","(389, 0.03080707229663183)","(203, 0.045918244394808565)","(494, 0.022652502022511574)","(622, 0.029991052228025696)","(605, 0.03863783652874003)","(309, 0.0)","(220, 0.05275377173527352)","(395, 0.055382206581235244)"
"(129, 0.06268722301257583)","(548, 0.08348611152680104)","(149, 0.06346837991359099)","(80, 0.07481277602316032)","(412, 0.027788850322560166)","(630, 0.0714673165641259)","(193, 0.06610565731454103)","(487, 0.07567238931125395)","(623, 0.08913209857178439)","(116, 0.04515170790803229)","(45, 0.029965712494506604)","(237, 0.04539799687415686)","(323, 0.022506875361253384)","(591, 0.029988644425859617)","(53, 0.038336641162322896)","(31, 0.0)","(139, 0.05274201235912303)","(328, 0.0551214664548945)"
"(426, 0.061786098837149014)","(541, 0.08347104897885878)","(647, 0.06139959825219116)","(506, 0.07328174949465642)","(54, 0.027571772688891723)","(550, 0.07115181255381736)","(114, 0.0652961212511507)","(624, 0.07459460541315283)","(667, 0.08911321108001928)","(532, 0.04512982393004376)","(8, 0.028651491282303113)","(20, 0.04498310219530666)","(482, 0.022419658211554134)","(547, 0.029578588797488113)","(38, 0.03817360587017928)","(312, 0.0)","(609, 0.05250291787955838)","(392, 0.0550591779659555)"
"(179, 0.061694400757326455)","(60, 0.08248324414852054)","(663, 0.06035982338429537)","(383, 0.07225351317669061)","(433, 0.02756971285928317)","(534, 0.07114383154810087)","(520, 0.06406704719201184)","(426, 0.07451525035128628)","(645, 0.08892181674356604)","(72, 0.044961673871201285)","(309, 0.02589896307425248)","(587, 0.04362853026983471)","(203, 0.022305708813596888)","(595, 0.02946248536011212)","(558, 0.03789436539014036)","(318, 0.0)","(101, 0.052425612035699155)","(197, 0.054962250515581165)"
"(24, 0.06146198783434221)","(109, 0.08243889667618215)","(8, 0.05887013714569228)","(657, 0.07215298436741695)","(143, 0.027056346251467085)","(296, 0.07100094247400943)","(302, 0.06398430099808398)","(636, 0.07334166733370018)","(548, 0.08891773151322355)","(649, 0.04490910135120664)","(558, 0.025357679255334577)","(247, 0.04314979147524993)","(590, 0.02209674520853715)","(16, 0.029456592955000346)","(9, 0.03655710619039026)","(319, 0.0)","(668, 0.052144047349961704)","(66, 0.05495954899841231)"
"(538, 0.061327525237160736)","(113, 0.08214928396424137)","(441, 0.05765892703582304)","(251, 0.06962019113301707)","(417, 0.026772378573922333)","(655, 0.07073026985962376)","(202, 0.06344931765540508)","(476, 0.07308057675021429)","(244, 0.0888326686590338)","(673, 0.04488615288235258)","(594, 0.024955089965453668)","(229, 0.04296602240689977)","(410, 0.021580707487566245)","(590, 0.029440318493195766)","(418, 0.036549536051654716)","(32, 0.0)","(279, 0.05193878618988883)","(296, 0.05493218035406131)"
"(302, 0.061259896475949246)","(305, 0.08180596194263223)","(35, 0.05645908252680972)","(164, 0.06942765974608556)","(531, 0.02673066953649796)","(537, 0.07034361617911483)","(433, 0.06339788567401405)","(202, 0.07297571401277679)","(229, 0.08821204299331993)","(400, 0.044792369952746415)","(561, 0.02440434104320799)","(643, 0.041994190155555534)","(443, 0.021546405805168343)","(485, 0.029367333459975525)","(470, 0.03610533962788707)","(322, 0.0)","(273, 0.051829385411780865)","(30, 0.05409583176212863)"
"(461, 0.06111871138201199)","(105, 0.08158613647590603)","(439, 0.05640311983374897)","(599, 0.06801343814358327)","(507, 0.026159109041836354)","(634, 0.07029207354607274)","(558, 0.06295718350843825)","(509, 0.07295307599283302)","(48, 0.08803313478820411)","(16, 0.044666052264714685)","(612, 0.021246873160419285)","(589, 0.040435912750443975)","(423, 0.02151343658070423)","(574, 0.029313394518674884)","(170, 0.036103417274153664)","(323, 0.0)","(75, 0.05180426706713351)","(464, 0.0540951632447176)"
"(295, 0.06105007888941258)","(50, 0.08126584468968044)","(185, 0.05628821005375908)","(651, 0.06754709036750205)","(13, 0.02610976345364587)","(157, 0.07016141576123051)","(319, 0.06249970588725804)","(304, 0.07187207497280854)","(656, 0.0869630265592679)","(667, 0.04465462434178361)","(295, 0.020672048470801046)","(439, 0.039949724457530054)","(196, 0.021508795133017043)","(674, 0.029216319563556824)","(180, 0.03589147978387424)","(324, 0.0)","(442, 0.05164724772682376)","(163, 0.05407964989687789)"
"(167, 0.06073958785283139)","(233, 0.08089090841393307)","(190, 0.05625525969447782)","(443, 0.06736113889649141)","(463, 0.02594338493222541)","(80, 0.07011915814754141)","(531, 0.06146847170136777)","(131, 0.07142550792664981)","(230, 0.08689136964891402)","(137, 0.044631814143240287)","(446, 0.0171855888907086)","(630, 0.039717834309154966)","(489, 0.02148075040485289)","(77, 0.029152600686507192)","(237, 0.0357737989306829)","(325, 0.0)","(679, 0.051600682168801856)","(290, 0.05392488399739132)"
"(551, 0.06062742421337202)","(634, 0.08054921508725184)","(328, 0.05524535177401109)","(174, 0.0648674987416172)","(312, 0.02593349996677783)","(479, 0.06948803777275021)","(124, 0.06125536936639403)","(439, 0.07134106091061747)","(633, 0.08592043272413644)","(100, 0.04460698353002468)","(519, 0.015646347829138766)","(663, 0.039100091881602676)","(164, 0.021104357697547933)","(519, 0.02911651621523303)","(563, 0.0352962519827259)","(327, 0.0)","(17, 0.05142363103869667)","(59, 0.05385253390495418)"
"(501, 0.060216674584041376)","(158, 0.08037297431291403)","(395, 0.05523201303491673)","(593, 0.06263753351906579)","(623, 0.025422236071695085)","(23, 0.06948741187419256)","(92, 0.061202920526086356)","(441, 0.07133710221068994)","(158, 0.08537550641972151)","(151, 0.04457687478682437)","(90, 0.014010704030185457)","(299, 0.03867453823353666)","(51, 0.02087814297387015)","(229, 0.02911383396430796)","(519, 0.03520491343055781)","(329, 0.0)","(208, 0.051420532007163296)","(318, 0.05381606511988875)"
"(446, 0.059881991709509974)","(462, 0.08035925147411709)","(296, 0.05478320696748508)","(577, 0.062399053224803776)","(67, 0.025400616503589418)","(31, 0.0690330076893571)","(610, 0.060849654598383304)","(545, 0.07119121973908253)","(202, 0.08530046818549294)","(618, 0.04448884228270027)","(149, 0.011479276067807024)","(395, 0.03845468580233784)","(229, 0.020871607143694033)","(297, 0.02909919644334664)","(464, 0.034992883494255084)","(330, 0.0)","(300, 0.05110868536035027)","(256, 0.053697991798664337)"
"(587, 0.05934209620437862)","(307, 0.0801150799010732)","(535, 0.05471872119630419)","(194, 0.060525281201678924)","(297, 0.0250910893333571)","(492, 0.06834783328976964)","(74, 0.06077596329598768)","(142, 0.07026633975366993)","(510, 0.08375378733660414)","(230, 0.04444580590314275)","(221, 0.011201023101208686)","(31, 0.038195467058617115)","(92, 0.020800109382926864)","(506, 0.0290702526282291)","(198, 0.034409801439213517)","(331, 0.0)","(68, 0.0509862679156696)","(101, 0.05367940762461206)"
"(84, 0.05887242354327851)","(242, 0.07989705390891166)","(472, 0.05468928962424989)","(102, 0.06048402735833887)","(278, 0.024486134509488885)","(489, 0.06780674450880625)","(126, 0.0607029988369139)","(438, 0.07023684044623434)","(591, 0.08329085130578533)","(640, 0.044443719674698345)","(191, 0.008292441175396464)","(29, 0.038191038238208276)","(539, 0.02056101867875199)","(583, 0.028999393920935854)","(582, 0.03417273863995095)","(332, 0.0)","(154, 0.050958553422486445)","(68, 0.053458229096565356)"
"(629, 0.05880259981041059)","(272, 0.07980389869983438)","(15, 0.05464973085145239)","(290, 0.060163012948275155)","(16, 0.02411473825391347)","(98, 0.06776991153007145)","(307, 0.060682966752883205)","(616, 0.06974246735995693)","(126, 0.08295514015126465)","(610, 0.044346333977558675)","(1, 0.0)","(110, 0.03759766312326463)","(271, 0.02052636933353926)","(248, 0.02899249035331461)","(295, 0.03401821376717414)","(37, 0.0)","(176, 0.05089283651840117)","(298, 0.05320699148273538)"
"(48, 0.05872420767013066)","(226, 0.07946898545540838)","(500, 0.05462570388985565)","(252, 0.05999500408219066)","(426, 0.02408702418865629)","(71, 0.06771041566247547)","(524, 0.060347922913415834)","(498, 0.06912268346844998)","(26, 0.08196458831775946)","(384, 0.044219713865085296)","(10, 0.0)","(88, 0.03752838737591645)","(128, 0.020369217364030103)","(677, 0.02885320580833292)","(391, 0.033766616831765156)","(384, 0.0)","(10, 0.050844907204707156)","(679, 0.0531116709943752)"
"(136, 0.05860951264143646)","(215, 0.07920435904968719)","(121, 0.05458122445082952)","(535, 0.059847919397790314)","(104, 0.022022370624554873)","(88, 0.06752767758450934)","(164, 0.06004635509860589)","(144, 0.06909341275324614)","(86, 0.08075825486445216)","(128, 0.044206451563196913)","(101, 0.0)","(391, 0.037330419630083794)","(161, 0.02006600438563663)","(89, 0.028700695983493237)","(550, 0.03365115825440029)","(385, 0.0)","(503, 0.05070383624305904)","(224, 0.053094060364823586)"
"(219, 0.058362652268567225)","(326, 0.07865132760176784)","(577, 0.05418412875116516)","(393, 0.059703847361464335)","(221, 0.021743605738067585)","(511, 0.06656471285528759)","(312, 0.05963533731079082)","(633, 0.06906636685644484)","(145, 0.08047233252538606)","(674, 0.04420618379237393)","(105, 0.0)","(573, 0.03694911541781498)","(549, 0.019816333162435015)","(135, 0.028664756371719502)","(247, 0.03363722189491166)","(387, 0.0)","(140, 0.050638881346499756)","(573, 0.052985711278164406)"
"(646, 0.057797896145781374)","(104, 0.07616253994124543)","(30, 0.054109466496867424)","(256, 0.05948796598650499)","(55, 0.021492427390319695)","(75, 0.06606966030079175)","(401, 0.05899775212106259)","(530, 0.06902839177755707)","(489, 0.07992293747459812)","(487, 0.04412344264868066)","(107, 0.0)","(194, 0.03671406896127076)","(490, 0.019490238624336204)","(133, 0.02846944693479647)","(669, 0.03331750329614353)","(388, 0.0)","(202, 0.05038990129596667)","(148, 0.05267899258755269)"
